/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/center_2019_01_05_22_00_32_631.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/left_2019_01_05_22_00_32_631.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/right_2019_01_05_22_00_32_631.jpg,0,0,0,0.5305139
/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/center_2019_01_05_22_00_32_718.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/left_2019_01_05_22_00_32_718.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/right_2019_01_05_22_00_32_718.jpg,0,0,0,0.525973
/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/center_2019_01_05_22_00_32_805.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/left_2019_01_05_22_00_32_805.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/right_2019_01_05_22_00_32_805.jpg,0,0,0,0.5203513
/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/center_2019_01_05_22_00_32_894.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/left_2019_01_05_22_00_32_894.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/right_2019_01_05_22_00_32_894.jpg,0,0,0,0.515897
/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/center_2019_01_05_22_00_32_983.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/left_2019_01_05_22_00_32_983.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/right_2019_01_05_22_00_32_983.jpg,0,0,0,0.5103825
/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/center_2019_01_05_22_00_33_071.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/left_2019_01_05_22_00_33_071.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/right_2019_01_05_22_00_33_071.jpg,0,0,0,0.5060133
/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/center_2019_01_05_22_00_33_158.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/left_2019_01_05_22_00_33_158.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/right_2019_01_05_22_00_33_158.jpg,0,0,0,0.5016813
/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/center_2019_01_05_22_00_33_249.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/left_2019_01_05_22_00_33_249.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/right_2019_01_05_22_00_33_249.jpg,0,0,0,0.4963183
/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/center_2019_01_05_22_00_33_339.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/left_2019_01_05_22_00_33_339.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/right_2019_01_05_22_00_33_339.jpg,0,0,0,0.4910123
/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/center_2019_01_05_22_00_33_426.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/left_2019_01_05_22_00_33_426.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/right_2019_01_05_22_00_33_426.jpg,0,0.08931041,0,0.4749703
/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/center_2019_01_05_22_00_33_521.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/left_2019_01_05_22_00_33_521.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/right_2019_01_05_22_00_33_521.jpg,0,0.3646982,0,0.1980968
/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/center_2019_01_05_22_00_33_608.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/left_2019_01_05_22_00_33_608.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/right_2019_01_05_22_00_33_608.jpg,0,0.6221223,0,0.4555724
/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/center_2019_01_05_22_00_33_697.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/left_2019_01_05_22_00_33_697.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/right_2019_01_05_22_00_33_697.jpg,0,0.8847091,0,1.147266
/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/center_2019_01_05_22_00_33_787.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/left_2019_01_05_22_00_33_787.jpg,/home/user/Downloads/[FreeTutorials.Eu] Udemy - Deep Learning & Computer Vision - Build a Self-Driving Car/EXP/beta_simulator_linux/data/IMG/right_2019_01_05_22_00_33_787.jpg,0,1,0,2.283231
